intersection,sample_id,text,latitude,longitude,unique_sign_count,raw_sign_count
11th-santafe,0,swifts breakfeast | timeos bar | 711 gas is 329 | denver voice | brick building nita | 711 gas is 329 | denver works | quin,39.73366666666665,-104.99869444444445,13,13
11th-santafe,51,denver works | timeos bar | brick building nita | timeos bar | nicks studio | swifts breakfeast | denver works | swifts breakfeast,39.73366666666665,-104.99869444444445,13,13
11th-santafe,52,nicks studio | swifts breakfeast | nicks studio | 711 gas is 329 | nicks studio | brick building nita | hyder construction | hyder construction,39.73366666666665,-104.99869444444445,13,13
11th-santafe,53,denver voice | brick building nita | aztlan | aztlan | timeos bar | denver voice | aztlan | timeos bar,39.73366666666665,-104.99869444444445,13,13
11th-santafe,54,swifts breakfeast | armstrong dance center | hyder construction | sante fe theater | nicks studio | denver works | tacos selene | brick building nita,39.73366666666665,-104.99869444444445,13,13
11th-santafe,55,tacos selene | tacos selene | sante fe theater | nicks studio | hyder construction | tacos selene | timeos bar | nicks studio,39.73366666666665,-104.99869444444445,13,13
11th-santafe,56,denver voice | quin | swifts breakfeast | quin | denver works | sante fe theater | timeos bar | aztlan,39.73366666666665,-104.99869444444445,13,13
11th-santafe,57,nicks studio | aztlan | swifts breakfeast | tacos selene | brick building nita | aztlan | hyder construction | nicks studio,39.73366666666665,-104.99869444444445,13,13
11th-santafe,58,711 gas is 329 | armstrong dance center | nicks studio | swifts breakfeast | brick building nita | aztlan | quin | tacos selene,39.73366666666665,-104.99869444444445,13,13
11th-santafe,59,swifts breakfeast | swifts breakfeast | denver works | quin | timeos bar | tacos selene | timeos bar | hyder construction,39.73366666666665,-104.99869444444445,13,13
11th-santafe,60,armstrong dance center | swifts breakfeast | armstrong dance center | denver works | brick building nita | sante fe theater | nicks studio | quin,39.73366666666665,-104.99869444444445,13,13
11th-santafe,61,brick building nita | aztlan | tacos selene | brick building nita | aztlan | hyder construction | brick building nita | sante fe theater,39.73366666666665,-104.99869444444445,13,13
11th-santafe,62,denver works | nicks studio | sante fe theater | swifts breakfeast | denver works | denver works | nicks studio | timeos bar,39.73366666666665,-104.99869444444445,13,13
11th-santafe,63,armstrong dance center | armstrong dance center | sante fe theater | tacos selene | nicks studio | armstrong dance center | brick building nita | aztlan,39.73366666666665,-104.99869444444445,13,13
11th-santafe,64,denver voice | brick building nita | nicks studio | denver voice | denver voice | nicks studio | brick building nita | timeos bar,39.73366666666665,-104.99869444444445,13,13
11th-santafe,65,armstrong dance center | timeos bar | 711 gas is 329 | aztlan | denver works | tacos selene | timeos bar | quin,39.73366666666665,-104.99869444444445,13,13
11th-santafe,66,armstrong dance center | swifts breakfeast | timeos bar | nicks studio | hyder construction | aztlan | denver voice | quin,39.73366666666665,-104.99869444444445,13,13
11th-santafe,67,armstrong dance center | armstrong dance center | aztlan | aztlan | 711 gas is 329 | nicks studio | brick building nita | tacos selene,39.73366666666665,-104.99869444444445,13,13
11th-santafe,68,aztlan | denver voice | armstrong dance center | 711 gas is 329 | hyder construction | denver voice | denver voice | armstrong dance center,39.73366666666665,-104.99869444444445,13,13
11th-santafe,69,timeos bar | swifts breakfeast | 711 gas is 329 | timeos bar | denver voice | sante fe theater | quin | swifts breakfeast,39.73366666666665,-104.99869444444445,13,13
11th-santafe,70,quin | brick building nita | armstrong dance center | 711 gas is 329 | brick building nita | brick building nita | armstrong dance center | brick building nita,39.73366666666665,-104.99869444444445,13,13
11th-santafe,71,sante fe theater | 711 gas is 329 | aztlan | denver voice | 711 gas is 329 | nicks studio | armstrong dance center | brick building nita,39.73366666666665,-104.99869444444445,13,13
11th-santafe,72,quin | brick building nita | nicks studio | swifts breakfeast | quin | brick building nita | swifts breakfeast | sante fe theater,39.73366666666665,-104.99869444444445,13,13
11th-santafe,73,aztlan | hyder construction | brick building nita | swifts breakfeast | hyder construction | swifts breakfeast | denver voice | tacos selene,39.73366666666665,-104.99869444444445,13,13
11th-santafe,74,sante fe theater | hyder construction | sante fe theater | quin | quin | swifts breakfeast | nicks studio | denver works,39.73366666666665,-104.99869444444445,13,13
11th-santafe,75,sante fe theater | denver works | timeos bar | nicks studio | denver voice | sante fe theater | nicks studio | sante fe theater,39.73366666666665,-104.99869444444445,13,13
11th-santafe,76,denver works | tacos selene | hyder construction | armstrong dance center | denver voice | nicks studio | brick building nita | sante fe theater,39.73366666666665,-104.99869444444445,13,13
11th-santafe,77,aztlan | hyder construction | nicks studio | armstrong dance center | quin | timeos bar | denver voice | hyder construction,39.73366666666665,-104.99869444444445,13,13
11th-santafe,78,timeos bar | 711 gas is 329 | sante fe theater | timeos bar | aztlan | swifts breakfeast | tacos selene | brick building nita,39.73366666666665,-104.99869444444445,13,13
11th-santafe,79,denver voice | hyder construction | aztlan | swifts breakfeast | armstrong dance center | denver works | nicks studio | 711 gas is 329,39.73366666666665,-104.99869444444445,13,13
11th-santafe,80,swifts breakfeast | armstrong dance center | denver works | 711 gas is 329 | tacos selene | aztlan | 711 gas is 329 | aztlan,39.73366666666665,-104.99869444444445,13,13
11th-santafe,81,aztlan | sante fe theater | hyder construction | tacos selene | timeos bar | timeos bar | tacos selene | denver works,39.73366666666665,-104.99869444444445,13,13
11th-santafe,82,armstrong dance center | quin | quin | tacos selene | denver works | armstrong dance center | aztlan | timeos bar,39.73366666666665,-104.99869444444445,13,13
11th-santafe,83,nicks studio | tacos selene | armstrong dance center | hyder construction | brick building nita | sante fe theater | quin | hyder construction,39.73366666666665,-104.99869444444445,13,13
11th-santafe,84,quin | timeos bar | timeos bar | nicks studio | timeos bar | armstrong dance center | tacos selene | 711 gas is 329,39.73366666666665,-104.99869444444445,13,13
11th-santafe,85,quin | denver works | denver voice | quin | timeos bar | armstrong dance center | 711 gas is 329 | denver voice,39.73366666666665,-104.99869444444445,13,13
11th-santafe,86,nicks studio | denver works | brick building nita | sante fe theater | tacos selene | swifts breakfeast | swifts breakfeast | hyder construction,39.73366666666665,-104.99869444444445,13,13
11th-santafe,87,denver voice | 711 gas is 329 | aztlan | quin | aztlan | denver voice | nicks studio | armstrong dance center,39.73366666666665,-104.99869444444445,13,13
11th-santafe,88,armstrong dance center | quin | swifts breakfeast | quin | tacos selene | denver voice | aztlan | hyder construction,39.73366666666665,-104.99869444444445,13,13
11th-santafe,89,armstrong dance center | hyder construction | aztlan | denver voice | denver works | nicks studio | denver works | timeos bar,39.73366666666665,-104.99869444444445,13,13
11th-santafe,90,711 gas is 329 | tacos selene | sante fe theater | sante fe theater | timeos bar | denver works | brick building nita | hyder construction,39.73366666666665,-104.99869444444445,13,13
11th-santafe,91,nicks studio | brick building nita | armstrong dance center | armstrong dance center | hyder construction | quin | 711 gas is 329 | 711 gas is 329,39.73366666666665,-104.99869444444445,13,13
11th-santafe,92,sante fe theater | denver voice | denver voice | timeos bar | armstrong dance center | timeos bar | armstrong dance center | nicks studio,39.73366666666665,-104.99869444444445,13,13
11th-santafe,93,tacos selene | quin | hyder construction | armstrong dance center | 711 gas is 329 | swifts breakfeast | aztlan | denver voice,39.73366666666665,-104.99869444444445,13,13
11th-santafe,94,nicks studio | tacos selene | denver works | timeos bar | denver works | swifts breakfeast | armstrong dance center | nicks studio,39.73366666666665,-104.99869444444445,13,13
11th-santafe,95,sante fe theater | swifts breakfeast | swifts breakfeast | 711 gas is 329 | nicks studio | denver works | brick building nita | brick building nita,39.73366666666665,-104.99869444444445,13,13
11th-santafe,96,nicks studio | brick building nita | 711 gas is 329 | aztlan | denver works | denver voice | denver voice | hyder construction,39.73366666666665,-104.99869444444445,13,13
11th-santafe,97,tacos selene | sante fe theater | nicks studio | denver voice | 711 gas is 329 | tacos selene | armstrong dance center | denver works,39.73366666666665,-104.99869444444445,13,13
11th-santafe,98,711 gas is 329 | armstrong dance center | armstrong dance center | armstrong dance center | tacos selene | aztlan | brick building nita | brick building nita,39.73366666666665,-104.99869444444445,13,13
11th-santafe,99,denver voice | denver voice | nicks studio | denver voice | nicks studio | 711 gas is 329 | 711 gas is 329 | aztlan,39.73366666666665,-104.99869444444445,13,13
11th-syracuse,0,no parking any time | santos cafe mexican grill | 11th ave | garden court community | no turn on red | syracuse st | no parking any time | uhaul,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,1,dawn driving school | syracuse st | no parking any time | 11th ave | no turn on red | garden court community | 11th ave | santos cafe mexican grill,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,2,garden court community | garden court community | santos cafe mexican grill | syracuse st | no parking any time | beer wine spirits | no turn on red | 11th ave,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,3,syracuse liquors | no turn on red | garden court community | 11th ave | walia creamery | syracuse st | no parking any time | garden court community,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,4,syracuse market | syracuse st | no parking any time | garden court community | no turn on red | no turn on red | open | 11th ave,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,5,no parking any time | open | uhaul | no turn on red | 11th ave | no parking any time | garden court community | syracuse st,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,6,syracuse st | no turn on red | syracuse st | 11th ave | voodoo ranger | garden court community | open | no parking any time,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,7,uhaul | garden court community | 11th ave | no turn on red | no parking any time | syracuse st | walia creamery | 11th ave,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,8,syracuse market | syracuse st | no turn on red | uhaul | voodoo ranger | 11th ave | no parking any time | garden court community,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,9,syracuse st | garden court community | no parking any time | no turn on red | 11th ave | syracuse st | syracuse liquors | syracuse liquors,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,10,walia creamery | no turn on red | syracuse st | no parking any time | 11th ave | open | walia creamery | garden court community,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,11,walia creamery | no parking any time | rentals | no parking any time | 11th ave | no turn on red | garden court community | syracuse st,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,12,11th ave | voodoo ranger | santos cafe mexican grill | 11th ave | no parking any time | syracuse st | garden court community | no turn on red,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,13,no parking any time | syracuse st | syracuse liquors | beer wine spirits | 11th ave | no parking any time | garden court community | no turn on red,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,14,no turn on red | 11th ave | no parking any time | syracuse st | santos cafe mexican grill | garden court community | beer wine spirits | syracuse liquors,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,15,no parking any time | syracuse market | voodoo ranger | no turn on red | garden court community | syracuse st | uhaul | 11th ave,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,16,11th ave | no turn on red | no parking any time | 11th ave | 11th ave | no turn on red | syracuse st | garden court community,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,17,no parking any time | syracuse liquors | syracuse st | 11th ave | no turn on red | no parking any time | garden court community | 11th ave,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,18,no turn on red | syracuse st | 11th ave | no parking any time | garden court community | no parking any time | syracuse st | syracuse st,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,19,santos cafe mexican grill | garden court community | syracuse st | 11th ave | syracuse liquors | no turn on red | no parking any time | syracuse st,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,20,garden court community | voodoo ranger | dawn driving school | 11th ave | no parking any time | no turn on red | no parking any time | syracuse st,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,21,open | no parking any time | no parking any time | syracuse st | garden court community | garden court community | no turn on red | 11th ave,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,22,11th ave | garden court community | no turn on red | open | walia creamery | voodoo ranger | syracuse st | no parking any time,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,23,11th ave | 11th ave | garden court community | syracuse st | no parking any time | no turn on red | garden court community | dawn driving school,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,24,11th ave | garden court community | no parking any time | syracuse liquors | syracuse market | syracuse st | voodoo ranger | no turn on red,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,25,beer wine spirits | garden court community | 11th ave | no turn on red | syracuse st | beer wine spirits | syracuse market | no parking any time,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,26,open | garden court community | no turn on red | 11th ave | syracuse st | beer wine spirits | no parking any time | no turn on red,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,27,no parking any time | syracuse st | 11th ave | 11th ave | garden court community | syracuse liquors | open | no turn on red,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,28,dawn driving school | no turn on red | garden court community | beer wine spirits | no parking any time | 11th ave | syracuse st | no parking any time,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,29,open | garden court community | syracuse st | 11th ave | no parking any time | open | 11th ave | no turn on red,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,30,no turn on red | no turn on red | garden court community | 11th ave | syracuse st | no parking any time | santos cafe mexican grill | 11th ave,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,31,walia creamery | garden court community | no turn on red | syracuse st | no parking any time | 11th ave | syracuse st | no turn on red,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,32,no parking any time | no parking any time | garden court community | rentals | no turn on red | syracuse st | open | 11th ave,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,33,no turn on red | no parking any time | syracuse st | 11th ave | no parking any time | garden court community | rentals | beer wine spirits,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,34,syracuse st | uhaul | garden court community | open | no turn on red | garden court community | 11th ave | no parking any time,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,35,no parking any time | 11th ave | syracuse st | syracuse st | no turn on red | uhaul | garden court community | syracuse st,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,36,garden court community | 11th ave | 11th ave | no turn on red | voodoo ranger | no parking any time | uhaul | syracuse st,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,37,syracuse st | uhaul | 11th ave | syracuse liquors | garden court community | no turn on red | no parking any time | no turn on red,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,38,garden court community | syracuse st | santos cafe mexican grill | no turn on red | 11th ave | no turn on red | syracuse liquors | no parking any time,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,39,11th ave | 11th ave | no parking any time | garden court community | syracuse st | no turn on red | walia creamery | syracuse market,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,40,no turn on red | garden court community | 11th ave | syracuse st | no parking any time | syracuse st | 11th ave | 11th ave,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,41,dawn driving school | no parking any time | syracuse st | syracuse st | garden court community | open | no turn on red | 11th ave,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,42,syracuse market | syracuse st | 11th ave | syracuse market | no parking any time | garden court community | no turn on red | garden court community,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,43,santos cafe mexican grill | no turn on red | no parking any time | syracuse liquors | garden court community | syracuse st | syracuse market | 11th ave,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,44,rentals | syracuse liquors | syracuse market | syracuse st | no parking any time | garden court community | 11th ave | no turn on red,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,45,syracuse st | no parking any time | 11th ave | 11th ave | beer wine spirits | no turn on red | voodoo ranger | garden court community,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,46,no parking any time | no turn on red | 11th ave | syracuse st | garden court community | beer wine spirits | no turn on red | garden court community,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,47,no turn on red | uhaul | garden court community | syracuse st | santos cafe mexican grill | 11th ave | santos cafe mexican grill | no parking any time,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,48,syracuse st | 11th ave | no parking any time | garden court community | beer wine spirits | no turn on red | open | no parking any time,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,49,11th ave | uhaul | no turn on red | no parking any time | syracuse st | syracuse market | garden court community | syracuse liquors,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,50,syracuse st | uhaul | no parking any time | garden court community | no turn on red | 11th ave | open | no turn on red,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,51,garden court community | syracuse liquors | syracuse st | syracuse liquors | no turn on red | santos cafe mexican grill | 11th ave | no parking any time,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,52,rentals | 11th ave | beer wine spirits | no parking any time | garden court community | syracuse st | no turn on red | no turn on red,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,53,no parking any time | no turn on red | syracuse st | 11th ave | garden court community | walia creamery | syracuse liquors | walia creamery,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,54,syracuse liquors | syracuse st | garden court community | 11th ave | garden court community | no parking any time | syracuse st | no turn on red,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,55,garden court community | syracuse st | 11th ave | no turn on red | uhaul | no parking any time | rentals | no turn on red,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,56,syracuse st | uhaul | no parking any time | no turn on red | garden court community | 11th ave | syracuse liquors | open,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,57,no parking any time | dawn driving school | syracuse liquors | garden court community | syracuse st | garden court community | no turn on red | 11th ave,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,58,no parking any time | syracuse liquors | syracuse st | 11th ave | no parking any time | no turn on red | garden court community | rentals,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,59,syracuse st | uhaul | no turn on red | 11th ave | no turn on red | no parking any time | open | garden court community,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,60,11th ave | garden court community | no parking any time | syracuse market | beer wine spirits | no turn on red | syracuse st | uhaul,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,61,dawn driving school | no parking any time | no turn on red | garden court community | syracuse st | rentals | 11th ave | syracuse st,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,62,garden court community | 11th ave | no turn on red | no turn on red | 11th ave | syracuse st | no parking any time | syracuse market,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,63,no turn on red | uhaul | garden court community | no parking any time | no parking any time | garden court community | syracuse st | 11th ave,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,64,syracuse st | no turn on red | no turn on red | 11th ave | garden court community | no parking any time | syracuse st | no turn on red,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,65,syracuse st | santos cafe mexican grill | garden court community | 11th ave | no turn on red | syracuse market | no parking any time | voodoo ranger,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,66,garden court community | syracuse st | 11th ave | no parking any time | uhaul | no turn on red | beer wine spirits | no parking any time,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,67,syracuse st | no parking any time | garden court community | no turn on red | 11th ave | santos cafe mexican grill | rentals | syracuse liquors,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,68,no turn on red | syracuse st | 11th ave | uhaul | rentals | no parking any time | voodoo ranger | garden court community,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,69,uhaul | 11th ave | open | no parking any time | garden court community | no turn on red | garden court community | syracuse st,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,70,rentals | 11th ave | garden court community | syracuse market | syracuse st | no turn on red | no parking any time | syracuse liquors,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,71,dawn driving school | garden court community | 11th ave | syracuse st | no parking any time | syracuse st | no turn on red | walia creamery,39.73291666666667,-104.89880555555555,15,16
11th-syracuse,72,no parking any time | no turn on red | 11th ave | syracuse st | syracuse liquors | walia creamery | dawn driving school | garden court community,39.73291666666667,-104.89880555555555,15,16
